,thanks_male,thanks_female,tuple,average_male,average_female,female-male
77,-1.7484069,-1.5725826,"('unmotivated', 'motivated')",-1.7484069,-1.5725826,0.1758243
78,-0.6331263,-0.6643605,"('nonresilient', 'resilient')",-0.6331263,-0.6643605,-0.0312342
79,0.23772357,0.18104717,"('wavering', 'unwavering')",0.2377236,0.1810472,-0.0566764
80,-0.42358422,-0.4684014,"('dominated', 'dominating')",-0.4235842,-0.4684014,-0.0448172
81,-0.031564564,0.035426304,"('submissive', 'aggressive')",-0.0315646,0.0354263,0.0669909
82,6.513122,6.6338305,"('poor', 'rich')",6.5131221,6.6338305,0.1207084
83,-0.39394596,-0.38196114,"('powerless', 'powerful')",-0.393946,-0.3819611,0.0119849
84,0.43468863,0.41342965,"('inferior', 'superior')",0.4346886,0.4134296,-0.021259
85,0.24568862,0.11551082,"('insignificant', 'prestigious')",0.2456886,0.1155108,-0.1301778
86,0.078871265,0.0734101,"('uninfluential', 'influential')",0.0788713,0.0734101,-0.0054612
87,-0.20732914,-0.0915191,"('unsuccessful', 'successful')",-0.2073291,-0.0915191,0.11581
88,0.48856342,0.41213378,"('low', 'eminent')",0.4885634,0.4121338,-0.0764296
