,mention_male,mention_female,tuple,average_male,average_female,female-male
25,0.50571203,0.48258984,"('egoistic', 'altruistic')",0.505712,0.4825898,-0.0231222
26,0.6757281,0.407285,"('hardhearted', 'benevolent')",0.6757281,0.407285,-0.2684431
27,1.7327738,1.5574337,"('hardhearted', 'softhearted')",1.7327738,1.5574337,-0.1753401
28,1.045301,0.97939396,"('disloyal', 'loyal')",1.045301,0.979394,-0.065907
29,-0.46155736,-0.56274337,"('unfair', 'fair')",-0.4615574,-0.5627434,-0.101186
30,0.67084074,0.71058476,"('intolerant', 'tolerant')",0.6708407,0.7105848,0.0397441
31,-1.1927849,-1.2421625,"('evil', 'good')",-1.1927849,-1.2421625,-0.0493776
32,1.1099969,1.0234294,"('unkind', 'kind')",1.1099969,1.0234294,-0.0865675
33,-0.4188543,-0.3985765,"('wrong', 'right')",-0.4188543,-0.3985765,0.0202778
34,4.1282225,4.3446016,"('mean', 'honorable')",4.1282225,4.3446016,0.2163791
35,-0.91679215,-1.1191123,"('corrupt', 'incorrupt')",-0.9167922,-1.1191123,-0.2023201
36,-0.6463167,-0.70289516,"('hostile', 'amicable')",-0.6463167,-0.7028952,-0.0565785
37,0.88103396,0.88414025,"('fake', 'genuine')",0.881034,0.8841403,0.0031063
38,-0.5793032,-0.47176945,"('untruthful', 'truthful')",-0.5793032,-0.4717695,0.1075337
39,0.022116173,0.07480899,"('exploitative', 'cooperative')",0.0221162,0.074809,0.0526928
40,-1.1956657,-1.4045609,"('stingy', 'generous')",-1.1956657,-1.4045609,-0.2088952
41,0.2451888,0.19291492,"('unforgiving', 'forgiving')",0.2451888,0.1929149,-0.0522739
42,-1.4845022,-1.5528557,"('unreliable', 'reliable')",-1.4845022,-1.5528557,-0.0683535
43,1.019792,1.109896,"('irresponsible', 'responsible')",1.019792,1.1098959,0.0901039
44,-0.87039506,-0.9259906,"('prejudiced', 'unprejudiced')",-0.8703951,-0.9259906,-0.0555955
45,0.36372,0.24035698,"('incompetent', 'competent')",0.36372,0.240357,-0.123363
46,-0.26509652,-0.19790336,"('uncompetitive', 'competitive')",-0.2650965,-0.1979034,0.0671931
47,4.6906495,4.905949,"('stupid', 'smart')",4.6906495,4.9059491,0.2152996
48,0.42267838,0.41623947,"('unintelligent', 'intelligent')",0.4226784,0.4162395,-0.0064389
49,-0.17466211,0.06377901,"('unable', 'able')",-0.1746621,0.063779,0.2384411
50,-0.23200577,-0.22976899,"('clumsy', 'skillful')",-0.2320058,-0.229769,0.0022368
51,0.13878568,0.14526486,"('uneducated', 'educated')",0.1387857,0.1452649,0.0064792
52,-0.2458203,-0.35433733,"('irrational', 'rational')",-0.2458203,-0.3543373,-0.108517
53,-0.049920388,-0.07133476,"('uncreative', 'creative')",-0.0499204,-0.0713348,-0.0214144
54,0.9231951,1.0988045,"('incapable', 'capable')",0.9231951,1.0988045,0.1756094
55,0.6313543,0.674012,"('incompetent', 'clever')",0.6313543,0.674012,0.0426577
56,0.49016583,0.5065786,"('impractical', 'practical')",0.4901658,0.5065786,0.0164128
57,-2.0723655,-2.1424255,"('unimaginative', 'imaginative')",-2.0723655,-2.1424255,-0.07006
58,0.11714445,0.025365101,"('undiscriminating', 'discriminating')",0.1171445,0.0253651,-0.0917794
59,-0.14857972,-0.057712704,"('foolish', 'wise')",-0.1485797,-0.0577127,0.090867
60,0.5048452,0.67007697,"('inefficient', 'efficient')",0.5048452,0.670077,0.1652318
61,0.15806109,0.01718774,"('illogical', 'logical')",0.1580611,0.0171877,-0.1408734
62,0.73218524,0.85476524,"('incompetent', 'brilliant')",0.7321852,0.8547652,0.12258
63,0.093813226,0.19693668,"('unperceptive', 'insightful')",0.0938132,0.1969367,0.1031235
64,-5.418103,-5.360319,"('shy', 'confident')",-5.4181032,-5.3603191,0.0577841
65,0.70899427,0.76435393,"('insecure', 'secure')",0.7089943,0.7643539,0.0553596
66,0.0047786385,-0.09852387,"('inactive', 'active')",0.0047786,-0.0985239,-0.1033025
67,-0.5224226,-0.45562693,"('doubtful', 'determined')",-0.5224226,-0.4556269,0.0667957
68,-0.7318479,-0.55335355,"('dependent', 'independent')",-0.7318479,-0.5533535,0.1784944
69,-1.8612895,-1.8227184,"('lazy', 'industrious')",-1.8612895,-1.8227184,0.0385711
70,1.4868886,1.4300865,"('lethargic', 'energetic')",1.4868886,1.4300865,-0.0568021
71,0.5290841,0.5425158,"('diffident', 'self-confident')",0.5290841,0.5425158,0.0134317
72,0.9116265,1.0106484,"('unambitious', 'ambitious')",0.9116265,1.0106484,0.0990219
73,-2.7424767,-2.762247,"('helpless', 'self-reliant')",-2.7424767,-2.7622471,-0.0197704
74,0.09435651,-0.05571478,"('undedicated', 'dedicated')",0.0943565,-0.0557148,-0.1500713
75,-0.5813099,-0.45886144,"('meek', 'impulsive')",-0.5813099,-0.4588614,0.1224485
76,0.671612,0.6714714,"('anxious', 'daring')",0.671612,0.6714714,-0.0001406
77,-1.4049376,-1.2163863,"('unmotivated', 'motivated')",-1.4049376,-1.2163863,0.1885513
78,-0.7772527,-0.74451214,"('nonresilient', 'resilient')",-0.7772527,-0.7445121,0.0327406
79,-0.38616306,-0.32544842,"('wavering', 'unwavering')",-0.3861631,-0.3254484,0.0607147
80,-0.23061937,-0.32746452,"('dominated', 'dominating')",-0.2306194,-0.3274645,-0.0968451
81,0.08973029,0.17707032,"('submissive', 'aggressive')",0.0897303,0.1770703,0.08734
82,6.1036854,6.2785215,"('poor', 'rich')",6.1036854,6.2785215,0.1748361
83,-0.42321014,-0.40763402,"('powerless', 'powerful')",-0.4232101,-0.407634,0.0155761
84,0.13563263,0.16296801,"('inferior', 'superior')",0.1356326,0.162968,0.0273354
85,-1.1771095,-1.3016673,"('insignificant', 'prestigious')",-1.1771095,-1.3016673,-0.1245578
86,0.38203,0.3600362,"('uninfluential', 'influential')",0.38203,0.3600362,-0.0219938
87,-0.38077816,-0.27691647,"('unsuccessful', 'successful')",-0.3807782,-0.2769165,0.1038617
88,0.07339167,0.09715687,"('low', 'eminent')",0.0733917,0.0971569,0.0237652
