,cameron_male,cameron_female,tuple,international_male,international_female,corp_male,corp_female,average_male,average_female,male-female
37,0.41260073,0.5166838,"('fake', 'genuine')",-0.5891254,-0.45527816,-0.10259273,0.13139588,-0.0930391,0.0642672,-0.1573063
60,-0.4050929,0.04140457,"('inefficient', 'efficient')",0.19770575,0.6459412,-0.25626904,-0.0007924754,-0.1545521,0.2288511,-0.3834032
76,0.39873284,0.46363932,"('anxious', 'daring')",0.73277456,0.93199325,-0.1648022,-0.11157985,0.3222351,0.4280175,-0.1057824
82,-0.39098972,-0.22680786,"('poor', 'rich')",-0.9203058,-0.6729036,6.464657,6.493174,1.7177871,1.8644875,-0.1467004
32,0.38092685,0.34845722,"('unkind', 'kind')",-0.56354374,-0.6007881,0.31656992,0.25552073,0.044651,0.0010633,0.0435877
80,0.35399294,0.2215136,"('dominated', 'dominating')",-0.04649369,-0.014100351,-0.75573283,-0.8025993,-0.1494112,-0.1983954,0.0489842
31,-0.35350513,-0.43259352,"('evil', 'good')",-0.13218799,-0.4234841,-0.74552965,-0.9039542,-0.4104076,-0.5866773,0.1762697
83,0.34345114,0.24675488,"('powerless', 'powerful')",-0.090599954,0.06839549,-0.9891026,-0.8732432,-0.2454171,-0.1860309,-0.0593862
20,0.34244436,0.35568997,"('rough', 'thoughtful')",0.052625664,0.121139236,0.7914957,0.8294643,0.3955219,0.4354312,-0.0399093
64,0.34119093,0.4215227,"('shy', 'confident')",0.009164162,0.237516,-6.263473,-6.212303,-1.9710393,-1.8510882,-0.1199511
11,0.3335396,0.64428717,"('unhelpful', 'helpful')",-0.010983206,0.24229434,1.4868838,1.7161858,0.6031467,0.8675892,-0.2644425
3,-0.32145366,-0.3062432,"('repellent', 'pleasant')",-0.597128,-0.576958,0.9660721,0.806314,0.0158302,-0.0256291,0.0414593
86,0.30549422,0.103787094,"('uninfluential', 'influential')",-0.5103623,-0.5867336,-0.7064173,-0.8932792,-0.3037618,-0.4587419,0.1549801
25,0.2741592,-0.055137523,"('egoistic', 'altruistic')",0.4978019,0.26195723,1.2036244,1.1704654,0.6585285,0.459095,0.1994335
48,0.2510007,0.059734475,"('unintelligent', 'intelligent')",-0.50446314,-0.5482657,0.23843546,0.24257502,-0.005009,-0.0819854,0.0769764
49,-0.20293893,-0.0011687987,"('unable', 'able')",-0.45451328,-0.23829824,-0.41001248,-0.19728667,-0.3558216,-0.1455846,-0.210237
57,0.16321261,0.051903993,"('unimaginative', 'imaginative')",-0.49849045,-0.5462454,-3.2537227,-3.3130667,-1.1963335,-1.269136,0.0728025
10,0.16208586,0.33756042,"('unsympathetic', 'sympathetic')",-1.2212243,-1.0242702,-0.66960174,-0.6691888,-0.5762467,-0.4519662,-0.1242805
65,0.12880538,0.053703133,"('insecure', 'secure')",-0.084749125,-0.11876263,-0.12320272,0.0009552613,-0.0263822,-0.0213681,-0.0050141
51,0.09193917,0.21934813,"('uneducated', 'educated')",-0.18297482,0.12047513,-0.33365798,-0.3414802,-0.1415645,-0.0005523,-0.1410122
15,0.08862001,-0.0024769604,"('boring', 'funny')",0.33160836,0.22762243,-0.24970345,-0.18201412,0.0568416,0.0143771,0.0424645
75,0.029043917,0.34860247,"('meek', 'impulsive')",0.1743528,0.4124867,-0.6762291,-0.5439334,-0.1576108,0.0723853,-0.2299961
18,-0.026672825,-0.15611662,"('disagreeable', 'welcoming')",0.8928767,0.8515771,-0.5373463,-0.73677987,0.1096192,-0.0137731,0.1233923
50,-0.0263801,-0.14114954,"('clumsy', 'skillful')",-0.29618976,-0.39388454,0.08167814,0.046904758,-0.0802972,-0.1627098,0.0824126
19,-0.024703592,0.38599283,"('inhospitable', 'hospitable')",-1.045182,-0.91980684,-0.9761919,-0.7827813,-0.6820258,-0.4388651,-0.2431607
13,0.007754229,0.10919593,"('impolite', 'polite')",0.44148028,0.5573472,-0.85448664,-0.7932228,-0.135084,-0.0422266,-0.0928574
