,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,male-female
70,-1.7417278,-2.07447,"('lethargic', 'energetic')",-1.530722,-1.8139306,-0.66272235,-0.9850218,0.5717663,0.23406067,-0.8408515,-1.1598405,0.318989
30,-1.708504,-1.7007155,"('intolerant', 'tolerant')",-2.2323904,-2.2034845,-0.11813864,-0.2779576,0.23761854,0.2680622,-0.9553536,-0.9785239,0.0231703
76,-1.6185944,-1.8366971,"('anxious', 'daring')",-0.18440823,-0.71378803,-2.107137,-2.421961,-0.09405589,-0.3317404,-1.0010488,-1.3260467,0.3249979
31,1.5876808,1.7615436,"('evil', 'good')",1.6165228,1.8929929,1.4669589,1.6085762,-1.0421691,-0.84073395,0.9072484,1.1055946,-0.1983462
22,-1.5585622,-1.8255044,"('untrustworthy', 'trustworthy')",-1.0805043,-1.307975,-1.1222185,-1.3270694,-0.74749035,-0.9760789,-1.1271938,-1.359157,0.2319632
33,1.5438224,1.6545933,"('wrong', 'right')",1.2496809,1.4841195,1.5131145,1.668553,-1.0018617,-0.9054081,0.826189,0.9754644,-0.1492754
66,1.5001619,1.6507379,"('inactive', 'active')",1.4837134,1.6733989,1.2958322,1.5523528,0.39003676,0.51571375,1.167436,1.3480508,-0.1806148
49,-1.4388422,-1.3375375,"('unable', 'able')",-0.91095173,-0.85359824,-0.009673143,-0.014144603,-0.4235375,-0.5134929,-0.6957511,-0.6796933,-0.0160578
53,-1.434083,-1.2495704,"('uncreative', 'creative')",-0.2476467,-0.23194236,1.1732199,1.2776167,0.9069208,0.91255313,0.0996028,0.1771643,-0.0775615
77,-1.4220152,-1.60072,"('unmotivated', 'motivated')",-0.5373081,-0.6649392,0.3505336,0.20535257,-0.943115,-1.1202145,-0.6379762,-0.7951303,0.1571541
32,-1.4102497,-1.2887791,"('unkind', 'kind')",-1.3816199,-1.1810951,-1.3629454,-1.3920137,0.72898763,0.6961279,-0.8564569,-0.79144,-0.0650169
82,-1.4026442,-1.6773337,"('poor', 'rich')",-2.309163,-2.6645758,-3.3760345,-3.5174954,6.1727986,5.7547617,-0.2287608,-0.5261607,0.2973999
51,-1.3603446,-1.3949928,"('uneducated', 'educated')",-0.87402344,-0.9795919,-1.3408372,-1.3378699,0.66142935,0.44874933,-0.728444,-0.8159263,0.0874823
56,-1.3497517,-1.5442166,"('impractical', 'practical')",-1.7155595,-1.8490269,-0.120948516,-0.31399125,0.0175483,-0.34071234,-0.7921779,-1.0119869,0.219809
41,-1.3070592,-1.315427,"('unforgiving', 'forgiving')",-0.86218685,-0.8413116,-0.6519995,-0.7183176,-0.18161598,-0.18922123,-0.7507154,-0.7660694,0.015354
75,1.3067344,1.2472026,"('meek', 'impulsive')",0.147394,0.35490263,0.34916314,0.57064664,-0.7286541,-0.6158202,0.2686594,0.3892329,-0.1205735
12,-1.2902982,-1.3253498,"('unsupportive', 'supportive')",-0.61849767,-0.53105295,1.4884666,1.3669026,-1.8574154,-1.9603267,-0.5694362,-0.6124567,0.0430205
79,1.1554822,1.2429637,"('wavering', 'unwavering')",1.5341105,1.5512863,1.3422215,1.4922246,-0.59947866,-0.54855794,0.858084,0.9344792,-0.0763952
1,-1.1364652,-1.0088421,"('unfriendly', 'friendly')",-0.3017894,-0.06047375,2.033831,2.072784,1.6165732,1.6199598,0.5530374,0.655857,-0.1028196
52,1.1060675,1.3445808,"('irrational', 'rational')",1.4589093,1.8224345,0.70998657,0.84512246,-0.49433494,-0.09755653,0.6951571,0.9786453,-0.2834882
59,1.1008207,1.2620406,"('foolish', 'wise')",0.5813612,0.8997673,0.6172462,0.78749084,-0.34641957,-0.14806518,0.4882521,0.7003084,-0.2120563
39,-1.0428536,-0.8622826,"('exploitative', 'cooperative')",-0.114082515,0.024133278,0.24805795,0.32003704,0.6604378,0.62558717,-0.0621101,0.0268687,-0.0889788
4,1.0154678,0.9699845,"('disliked', 'liked')",1.4067696,1.5489547,1.2758322,1.3491497,-7.1284842,-6.8693995,-0.8576037,-0.7503276,-0.1072761
88,-0.9879698,-0.8732918,"('low', 'eminent')",-1.0279632,-0.9597559,-1.519482,-1.4052339,-0.642884,-0.49459952,-1.0445747,-0.9332203,-0.1113544
25,0.954734,1.1055806,"('egoistic', 'altruistic')",1.3923811,1.5282345,1.7547364,1.8510445,1.8235705,1.8924863,1.4813554,1.5943365,-0.1129811
9,-0.93544763,-0.7986853,"('unaffectionate', 'caring')",-0.6207575,-0.40214545,2.0938325,2.1365328,1.1311171,1.0796915,0.4171861,0.5038484,-0.0866623
58,-0.8469031,-1.0132517,"('undiscriminating', 'discriminating')",0.05417818,-0.058482587,0.21585101,0.21909301,0.16977379,0.18594216,-0.101775,-0.1666747,0.0648997
16,0.84670955,0.80044025,"('unpopular', 'popular')",0.77446324,0.76900476,-0.7445279,-0.80729795,-0.024450373,0.021241218,0.2130486,0.1958471,0.0172015
74,-0.8167702,-1.0052851,"('undedicated', 'dedicated')",-0.51357734,-0.70297056,0.984969,0.9149893,0.20742893,0.14686693,-0.0344874,-0.1615999,0.1271125
47,-0.7939431,-0.83496016,"('stupid', 'smart')",-0.48601812,-0.50396943,-0.3295771,-0.33474833,5.5116506,5.307419,0.9755281,0.9084352,0.0670929
38,-0.71178836,-0.75512344,"('untruthful', 'truthful')",-1.0628242,-0.833759,0.7740767,0.7783194,-0.1515463,-0.14003351,-0.2880206,-0.2376491,-0.0503715
71,0.66787857,0.744218,"('diffident', 'self-confident')",-0.033388965,0.14075741,2.1468363,2.2263665,0.28296995,0.14987583,0.7660739,0.8153045,-0.0492306
37,-0.6437383,-0.726329,"('fake', 'genuine')",-0.26727018,-0.23605588,-0.036400795,-0.07616319,0.22912781,0.04891415,-0.1795704,-0.2474085,0.0678381
17,0.6385666,0.81973827,"('nasty', 'nice')",0.67322206,0.88541234,1.1315633,1.1941688,-0.25528362,-0.24700229,0.5470171,0.6630793,-0.1160622
8,-0.63270324,-0.5203781,"('unaffectionate', 'affectionate')",-0.10816971,0.118214756,1.4670981,1.6021639,0.6376706,0.63589746,0.3409739,0.4589745,-0.1180006
61,-0.54201883,-0.40510345,"('illogical', 'logical')",-0.10076621,-0.026334697,0.576523,0.7092603,0.0012890771,-0.121573225,-0.0162432,0.0390622,-0.0553054
20,-0.5225817,-0.58346665,"('rough', 'thoughtful')",0.5629762,0.57191104,-0.13026589,-0.090729326,0.74488056,0.6536131,0.1637523,0.137832,0.0259203
50,0.49413088,0.45105812,"('clumsy', 'skillful')",1.612522,1.4305731,-0.5312866,-0.6045406,-0.17376459,-0.15493575,0.3504004,0.2805387,0.0698617
42,0.4499368,0.3608847,"('unreliable', 'reliable')",1.0470438,1.0110795,0.14975083,0.019227076,-2.7347717,-2.7483888,-0.2720101,-0.3392994,0.0672893
80,-0.44636932,-0.64153415,"('dominated', 'dominating')",-0.13130967,-0.36496228,-1.4904386,-1.6192986,-0.363492,-0.60305893,-0.6079024,-0.8072134,0.199311
78,-0.3320418,-0.65131444,"('nonresilient', 'resilient')",0.14579378,-0.17241558,0.6316493,0.4063459,0.35609597,0.07803797,0.2003743,-0.0848365,0.2852108
15,0.3136747,0.5405945,"('boring', 'funny')",0.65524316,0.82378036,0.46271995,0.5219609,0.5468788,0.5523945,0.4946291,0.6096826,-0.1150535
87,0.31343922,0.3131954,"('unsuccessful', 'successful')",1.0684042,0.9561577,0.0001501739,0.12947993,0.44904652,0.19250435,0.45776,0.3978344,0.0599256
34,-0.3051391,-0.32038257,"('mean', 'honorable')",-0.751459,-0.75179076,1.4077791,1.471175,5.7780533,5.4143867,1.5323086,1.4533471,0.0789615
84,0.29343247,0.22858313,"('inferior', 'superior')",0.65144324,0.56823814,0.7791982,0.70111907,0.5019336,0.3594959,0.5565019,0.464359,0.0921429
18,-0.26773655,-0.08144857,"('disagreeable', 'welcoming')",0.3994427,0.4459649,-0.9936291,-1.0563612,-1.0421236,-0.96487993,-0.4760116,-0.4141812,-0.0618304
27,0.21646526,0.320209,"('hardhearted', 'softhearted')",-0.9075739,-0.7739055,1.1563066,1.1081803,0.9063581,0.8692278,0.342889,0.3809279,-0.0380389
26,0.21348113,0.42666286,"('hardhearted', 'benevolent')",0.8659684,0.9654646,1.0958756,1.3138797,1.3882289,1.6391519,0.8908885,1.0862898,-0.1954013
2,0.1651706,0.28215784,"('unlikable', 'likable')",0.9897772,1.0297546,0.575389,0.64133155,0.54841566,0.6361538,0.5696881,0.6473495,-0.0776614
68,-0.16259424,-0.14033183,"('dependent', 'independent')",-1.3427098,-1.3066039,-0.3419567,-0.33550107,-1.4294618,-1.6332735,-0.8191806,-0.8539276,0.034747
83,-0.13325244,-0.10681429,"('powerless', 'powerful')",0.20289478,0.46667498,0.6659962,0.75374186,-1.0224211,-1.0346185,-0.0716957,0.019746,-0.0914417
19,0.11824233,0.3472918,"('inhospitable', 'hospitable')",-0.13562314,0.0054103266,2.0449193,2.1814392,-0.43118727,-0.3038007,0.3990878,0.5575851,-0.1584973
54,-0.11672668,0.013136715,"('incapable', 'capable')",-0.1631259,-0.03278768,1.49263,1.5448472,0.73341566,0.7086501,0.4865482,0.5584616,-0.0719134
64,-0.11263299,-0.023098614,"('shy', 'confident')",0.3347066,0.46465427,-0.29766428,-0.27182776,-6.4263844,-6.218654,-1.6254938,-1.5122316,-0.1132622
67,-0.10716405,-0.018723223,"('doubtful', 'determined')",-0.5767584,-0.46909338,-0.09353872,-0.04053242,-0.5006666,-0.4396089,-0.3195319,-0.2419895,-0.0775424
29,-0.07651059,-0.13582529,"('unfair', 'fair')",-0.331201,-0.26886117,0.17981197,0.1513598,-0.9452788,-0.9299044,-0.2932946,-0.2958078,0.0025132
40,-0.049594693,-0.11622968,"('stingy', 'generous')",0.1795273,0.22204792,0.42364538,0.284981,-1.8694543,-2.0740998,-0.3289691,-0.4208251,0.091856
